data_size,epoch,train_loss,train_lX,train_lSmooth,val_loss,val_lX,val_lG,val_lSmooth,val_loss_no_noise,val_lX_no_noise,val_lG_no_noise,val_lSmooth_no_noise,test_loss,test_lX,test_lG,test_lSmooth,test_loss_no_noise,test_lX_no_noise,test_lG_no_noise,test_lSmooth_no_noise,noise_scale
5,0,0.03911944851279259,0.0391194149851799,3.236682744045538e-08,0.05304853990674019,0.05304853990674019,764.520751953125,4.5575045959367344e-08,0.05304853990674019,0.05304853990674019,764.520751953125,4.5575045959367344e-08,0.07001549750566483,0.07001549750566483,796.8978271484375,4.699062827739908e-08,0.07001549750566483,0.07001549750566483,796.8978271484375,4.699062827739908e-08,0.10000000149011612
5,500,0.0035996667575091124,0.0035775331780314445,2.213362131442409e-05,0.023931482806801796,0.023931482806801796,0.010884253308176994,2.0848496205871925e-05,0.023931482806801796,0.023931482806801796,0.010884253308176994,2.0848496205871925e-05,0.03250430151820183,0.03250430151820183,0.013023068197071552,2.0573943402268924e-05,0.03250430151820183,0.03250430151820183,0.013023068197071552,2.0573943402268924e-05,0.10000000149011612
5,1000,0.002662311540916562,0.0026482511311769485,1.4060319699638058e-05,0.022017616778612137,0.022017616778612137,0.009968620724976063,1.3366569874051493e-05,0.022017616778612137,0.022017616778612137,0.009968620724976063,1.3366569874051493e-05,0.03522595763206482,0.03522595763206482,0.011226697824895382,1.3121013580530416e-05,0.03522595763206482,0.03522595763206482,0.011226697824895382,1.3121013580530416e-05,0.10000000149011612
5,1500,0.00414425740018487,0.004131858237087727,1.239933590113651e-05,0.014541562646627426,0.014541562646627426,0.023706309497356415,1.2055301340296865e-05,0.014541562646627426,0.014541562646627426,0.023706309497356415,1.2055301340296865e-05,0.02212362363934517,0.02212362363934517,0.032336242496967316,1.24647885968443e-05,0.02212362363934517,0.02212362363934517,0.032336242496967316,1.24647885968443e-05,0.10000000149011612
5,2000,0.0001790720853023231,0.00016689281619619578,1.2179274563095532e-05,0.009859845042228699,0.009859845042228699,0.004718137439340353,9.455223334953189e-06,0.009859845042228699,0.009859845042228699,0.004718137439340353,9.455223334953189e-06,0.016156215220689774,0.016156215220689774,0.004475272726267576,1.0205495527770836e-05,0.016156215220689774,0.016156215220689774,0.004475272726267576,1.0205495527770836e-05,0.10000000149011612
5,2500,0.00010891069541685283,9.947954822564498e-05,9.431143553229049e-06,0.010369198396801949,0.010369198396801949,0.00437559001147747,8.338834959431551e-06,0.010369198396801949,0.010369198396801949,0.00437559001147747,8.338834959431551e-06,0.016748102381825447,0.016748102381825447,0.004657561890780926,9.610826054995414e-06,0.016748102381825447,0.016748102381825447,0.004657561890780926,9.610826054995414e-06,0.10000000149011612
5,3000,9.951590618584305e-05,9.163596405414864e-05,7.8799384937156e-06,0.010687817819416523,0.010687817819416523,0.004173922352492809,7.178977284638677e-06,0.010687817819416523,0.010687817819416523,0.004173922352492809,7.178977284638677e-06,0.016726018860936165,0.016726018860936165,0.004846910480409861,8.344648449565284e-06,0.016726018860936165,0.016726018860936165,0.004846910480409861,8.344648449565284e-06,0.10000000149011612
5,3500,3.640222712419927e-05,2.8931939596077427e-05,7.470287982869195e-06,0.010251954197883606,0.010251954197883606,0.004134406801313162,5.706457159249112e-06,0.010251954197883606,0.010251954197883606,0.004134406801313162,5.706457159249112e-06,0.016461078077554703,0.016461078077554703,0.005008935462683439,6.64849085296737e-06,0.016461078077554703,0.016461078077554703,0.005008935462683439,6.64849085296737e-06,0.10000000149011612
5,4000,4.826453005080111e-05,4.147746221860871e-05,6.787068741687108e-06,0.01048597414046526,0.01048597414046526,0.004153875634074211,4.896561677014688e-06,0.01048597414046526,0.01048597414046526,0.004153875634074211,4.896561677014688e-06,0.017031054943799973,0.017031054943799973,0.0048073409125208855,5.76923594053369e-06,0.017031054943799973,0.017031054943799973,0.0048073409125208855,5.76923594053369e-06,0.10000000149011612
5,4500,1.904679993458558e-05,1.295764832320856e-05,6.08915206612437e-06,0.010943572968244553,0.010943572968244553,0.0041727712377905846,4.518660716712475e-06,0.010943572968244553,0.010943572968244553,0.0041727712377905846,4.518660716712475e-06,0.017483195289969444,0.017483195289969444,0.004686510656028986,5.367079666029895e-06,0.017483195289969444,0.017483195289969444,0.004686510656028986,5.367079666029895e-06,0.10000000149011612
