data_size,epoch,train_loss,train_lX,train_lSmooth,val_loss,val_lX,val_lG,val_lSmooth,val_loss_no_noise,val_lX_no_noise,val_lG_no_noise,val_lSmooth_no_noise,test_loss,test_lX,test_lG,test_lSmooth,test_loss_no_noise,test_lX_no_noise,test_lG_no_noise,test_lSmooth_no_noise,noise_scale
5,0,0.03670307621359825,0.03670306131243706,1.3732251780140814e-08,0.05222523212432861,0.05222523212432861,703.3445434570312,1.4494178302015825e-08,0.05222523212432861,0.05222523212432861,703.3445434570312,1.4494178302015825e-08,0.06917553395032883,0.06917553395032883,734.6844482421875,1.4516275292919545e-08,0.06917553395032883,0.06917553395032883,734.6844482421875,1.4516275292919545e-08,0.10000000149011612
5,500,0.006045748014003038,0.0060235923156142235,2.2155747501528822e-05,0.01872718334197998,0.01872718334197998,0.0252830870449543,2.138258241757285e-05,0.01872718334197998,0.01872718334197998,0.0252830870449543,2.138258241757285e-05,0.029681643471121788,0.029681643471121788,0.026421481743454933,2.0992083591409028e-05,0.029681643471121788,0.029681643471121788,0.026421481743454933,2.0992083591409028e-05,0.10000000149011612
5,1000,0.007058384362608194,0.007044533733278513,1.3850407412974164e-05,0.020218729972839355,0.020218729972839355,0.01578318327665329,1.3190457138989586e-05,0.020218729972839355,0.020218729972839355,0.01578318327665329,1.3190457138989586e-05,0.03285874053835869,0.03285874053835869,0.0184837207198143,1.3090829270367976e-05,0.03285874053835869,0.03285874053835869,0.0184837207198143,1.3090829270367976e-05,0.10000000149011612
5,1500,0.0019292118959128857,0.0019123066449537873,1.690522003627848e-05,0.02104281447827816,0.02104281447827816,0.00729857524856925,1.5930938388919458e-05,0.02104281447827816,0.02104281447827816,0.00729857524856925,1.5930938388919458e-05,0.03375040739774704,0.03375040739774704,0.007013693917542696,1.5995277863112278e-05,0.03375040739774704,0.03375040739774704,0.007013693917542696,1.5995277863112278e-05,0.10000000149011612
5,2000,0.00011293194984318689,0.00010082694643642753,1.2105005225748755e-05,0.013997204601764679,0.013997204601764679,0.008509344421327114,1.0208613275608514e-05,0.013997204601764679,0.013997204601764679,0.008509344421327114,1.0208613275608514e-05,0.022933322936296463,0.022933322936296463,0.009155875071883202,1.1308027751510963e-05,0.022933322936296463,0.022933322936296463,0.009155875071883202,1.1308027751510963e-05,0.10000000149011612
5,2500,4.808059748029336e-05,3.844726597890258e-05,9.633330591896083e-06,0.014447785913944244,0.014447785913944244,0.01004789024591446,7.1830800152383745e-06,0.014447785913944244,0.014447785913944244,0.01004789024591446,7.1830800152383745e-06,0.025516990572214127,0.025516990572214127,0.012850002385675907,8.518207323504612e-06,0.025516990572214127,0.025516990572214127,0.012850002385675907,8.518207323504612e-06,0.10000000149011612
5,3000,2.984631464642007e-05,2.198462789237965e-05,7.86168675404042e-06,0.01451199222356081,0.01451199222356081,0.01009739376604557,5.7047323025472e-06,0.01451199222356081,0.01451199222356081,0.01009739376604557,5.7047323025472e-06,0.026467762887477875,0.026467762887477875,0.015180345624685287,6.742504410794936e-06,0.026467762887477875,0.026467762887477875,0.015180345624685287,6.742504410794936e-06,0.10000000149011612
5,3500,0.0015582561027258635,0.0015503910835832357,7.865044608479366e-06,0.01327772717922926,0.01327772717922926,0.010083161294460297,6.572638085344806e-06,0.01327772717922926,0.01327772717922926,0.010083161294460297,6.572638085344806e-06,0.021852649748325348,0.021852649748325348,0.013477124273777008,6.781407591915922e-06,0.021852649748325348,0.021852649748325348,0.013477124273777008,6.781407591915922e-06,0.10000000149011612
5,4000,0.00011820669169537723,0.0001104284601751715,7.77822879172163e-06,0.012333577498793602,0.012333577498793602,0.006245892960578203,6.353951903292909e-06,0.012333577498793602,0.012333577498793602,0.006245892960578203,6.353951903292909e-06,0.020914854481816292,0.020914854481816292,0.005344898905605078,7.189720236056019e-06,0.020914854481816292,0.020914854481816292,0.005344898905605078,7.189720236056019e-06,0.10000000149011612
5,4500,5.3894720622338355e-05,4.702962178271264e-05,6.865097020636313e-06,0.012364041991531849,0.012364041991531849,0.005487148649990559,5.191185664443765e-06,0.012364041991531849,0.012364041991531849,0.005487148649990559,5.191185664443765e-06,0.02084544487297535,0.02084544487297535,0.00487941037863493,5.9863587011932395e-06,0.02084544487297535,0.02084544487297535,0.00487941037863493,5.9863587011932395e-06,0.10000000149011612
5,5000,2.8555274184327573e-05,2.242631308035925e-05,6.128962013463024e-06,0.012202340178191662,0.012202340178191662,0.005716137122362852,4.431361048773397e-06,0.012202340178191662,0.012202340178191662,0.005716137122362852,4.431361048773397e-06,0.02033454366028309,0.02033454366028309,0.00526974443346262,5.141719611856388e-06,0.02033454366028309,0.02033454366028309,0.00526974443346262,5.141719611856388e-06,0.10000000149011612
