data_size,epoch,train_loss,train_lX,train_lSmooth,val_loss,val_lX,val_lG,val_lSmooth,val_loss_no_noise,val_lX_no_noise,val_lG_no_noise,val_lSmooth_no_noise,test_loss,test_lX,test_lG,test_lSmooth,test_loss_no_noise,test_lX_no_noise,test_lG_no_noise,test_lSmooth_no_noise,noise_scale
5,0,0.042996861040592194,0.04299674928188324,1.101327882224723e-07,0.058336421847343445,0.058336421847343445,1758.2576904296875,8.503518245106534e-08,0.058336421847343445,0.058336421847343445,1758.2576904296875,8.503518245106534e-08,0.07616013288497925,0.07616013288497925,1833.5146484375,8.598028955475456e-08,0.07616013288497925,0.07616013288497925,1833.5146484375,8.598028955475456e-08,0.10000000149011612
5,500,0.007171945180743933,0.0071467868983745575,2.5158502467093058e-05,0.02091084234416485,0.02091084234416485,0.010030554607510567,2.3962224076967686e-05,0.02091084234416485,0.02091084234416485,0.010030554607510567,2.3962224076967686e-05,0.03280961886048317,0.03280961886048317,0.010752822272479534,2.352315277676098e-05,0.03280961886048317,0.03280961886048317,0.010752822272479534,2.352315277676098e-05,0.10000000149011612
5,1000,0.007345543242990971,0.007323664613068104,2.1878704501432367e-05,0.019505396485328674,0.019505396485328674,0.005729246884584427,2.120930003002286e-05,0.019505396485328674,0.019505396485328674,0.005729246884584427,2.120930003002286e-05,0.0309421569108963,0.0309421569108963,0.005163262132555246,2.0857904019067064e-05,0.0309421569108963,0.0309421569108963,0.005163262132555246,2.0857904019067064e-05,0.10000000149011612
5,1500,0.002797194756567478,0.0027793706394732,1.782413528417237e-05,0.01925901509821415,0.01925901509821415,0.0041306777857244015,1.7135636880993843e-05,0.01925901509821415,0.01925901509821415,0.0041306777857244015,1.7135636880993843e-05,0.03138184919953346,0.03138184919953346,0.0037079097237437963,1.6896399756660685e-05,0.03138184919953346,0.03138184919953346,0.0037079097237437963,1.6896399756660685e-05,0.10000000149011612
5,2000,0.004328618291765451,0.004315453581511974,1.3164534720999654e-05,0.01922452822327614,0.01922452822327614,0.011585807427763939,1.268836513190763e-05,0.01922452822327614,0.01922452822327614,0.011585807427763939,1.268836513190763e-05,0.029027648270130157,0.029027648270130157,0.012524820864200592,1.2455973774194717e-05,0.029027648270130157,0.029027648270130157,0.012524820864200592,1.2455973774194717e-05,0.10000000149011612
5,2500,0.0014576497487723827,0.0014433570904657245,1.4292692867456935e-05,0.017168337479233742,0.017168337479233742,0.009537741541862488,1.3369154657993931e-05,0.017168337479233742,0.017168337479233742,0.009537741541862488,1.3369154657993931e-05,0.02313881739974022,0.02313881739974022,0.010106874629855156,1.3002383639104664e-05,0.02313881739974022,0.02313881739974022,0.010106874629855156,1.3002383639104664e-05,0.10000000149011612
5,3000,0.00012993374548386782,0.00011865078704431653,1.12829611680354e-05,0.011825823225080967,0.011825823225080967,0.006728106644004583,9.777562809176743e-06,0.011825823225080967,0.011825823225080967,0.006728106644004583,9.777562809176743e-06,0.017246469855308533,0.017246469855308533,0.0066619873978197575,1.112687368731713e-05,0.017246469855308533,0.017246469855308533,0.0066619873978197575,1.112687368731713e-05,0.10000000149011612
5,3500,5.5957294534891844e-05,4.6602632210124284e-05,9.354660505778156e-06,0.012795505113899708,0.012795505113899708,0.005375261418521404,7.5108673627255484e-06,0.012795505113899708,0.012795505113899708,0.005375261418521404,7.5108673627255484e-06,0.01953923888504505,0.01953923888504505,0.006312630604952574,9.119956303038634e-06,0.01953923888504505,0.01953923888504505,0.006312630604952574,9.119956303038634e-06,0.10000000149011612
5,4000,3.212752199033275e-05,2.4086115445243195e-05,8.041404726100154e-06,0.012669231742620468,0.012669231742620468,0.005016982089728117,6.100765403971309e-06,0.012669231742620468,0.012669231742620468,0.005016982089728117,6.100765403971309e-06,0.019725143909454346,0.019725143909454346,0.00607827864587307,7.409063528029947e-06,0.019725143909454346,0.019725143909454346,0.00607827864587307,7.409063528029947e-06,0.10000000149011612
5,4500,2.556354593252763e-05,1.8445532987243496e-05,7.118012035789434e-06,0.011948948726058006,0.011948948726058006,0.004360448103398085,5.367062840377912e-06,0.011948948726058006,0.011948948726058006,0.004360448103398085,5.367062840377912e-06,0.0194082073867321,0.0194082073867321,0.00539330393075943,6.228398888197262e-06,0.0194082073867321,0.0194082073867321,0.00539330393075943,6.228398888197262e-06,0.10000000149011612
5,5000,1.858752511907369e-05,1.230173438671045e-05,6.285790277615888e-06,0.011893670074641705,0.011893670074641705,0.004365512169897556,4.705368610302685e-06,0.011893670074641705,0.011893670074641705,0.004365512169897556,4.705368610302685e-06,0.019723903387784958,0.019723903387784958,0.0056083290837705135,5.5781288210710045e-06,0.019723903387784958,0.019723903387784958,0.0056083290837705135,5.5781288210710045e-06,0.10000000149011612
