data_size,epoch,train_loss,train_lX,train_lG,train_lSmooth,val_loss,val_lX,val_lG,val_lSmooth,val_loss_no_noise,val_lX_no_noise,val_lG_no_noise,val_lSmooth_no_noise,test_loss,test_lX,test_lG,test_lSmooth,test_loss_no_noise,test_lX_no_noise,test_lG_no_noise,test_lSmooth_no_noise,rhs_kb2,rhs_alfa,rhs_beta,rhs_kg,rhs_Eag,rhs_gama_g,param_error_rmsre,noise_scale
5,0,19504.0546875,0.03612898662686348,1950.40185546875,1.3732491765949817e-07,0.05459922179579735,0.05459922179579735,1410.28173828125,1.5679796661061118e-07,0.05459922179579735,0.05459922179579735,1410.28173828125,1.5679796661061118e-07,0.07382678240537643,0.07382678240537643,1470.4659423828125,1.579961121933593e-07,0.07382678240537643,0.07382678240537643,1470.4659423828125,1.579961121933593e-07,0.9990000128746033,0.9990000128746033,0.9990000128746033,0.9990000128746033,1.0010000467300415,1.0010000467300415,1.4380131959915161,0.10000000149011612
5,500,0.04957600310444832,0.049466051161289215,1.090351270249812e-05,9.181461564367055e-07,0.06387776136398315,0.06387776136398315,1.0313433449482545e-05,9.242056648872676e-07,0.06387776136398315,0.06387776136398315,1.0313433449482545e-05,9.242056648872676e-07,0.08162663877010345,0.08162663877010345,1.0511508662602864e-05,9.275892693949572e-07,0.08162663877010345,0.08162663877010345,1.0511508662602864e-05,9.275892693949572e-07,0.9856858849525452,0.9874026775360107,0.9857487678527832,0.9839369654655457,1.0160918235778809,1.0166317224502563,1.4261246919631958,0.10000000149011612
5,1000,0.04616411402821541,0.04605355113744736,1.0957821359625086e-05,9.823714890444535e-07,0.06324707716703415,0.06324707716703415,1.0213005225523375e-05,9.880358220470953e-07,0.06324707716703415,0.06324707716703415,1.0213005225523375e-05,9.880358220470953e-07,0.08110696077346802,0.08110696077346802,1.047746991389431e-05,9.9163173672423e-07,0.08110696077346802,0.08110696077346802,1.047746991389431e-05,9.9163173672423e-07,0.9856858849525452,0.9874026775360107,0.9857487678527832,0.9839369654655457,1.0160918235778809,1.0166317224502563,1.4261246919631958,0.10000000149011612
5,1500,0.04271458089351654,0.042600493878126144,1.1301258382445667e-05,1.0718588328018086e-06,0.05960100516676903,0.05960100516676903,1.0233771718048956e-05,1.0769975915536634e-06,0.05960100516676903,0.05960100516676903,1.0233771718048956e-05,1.0769975915536634e-06,0.07725390046834946,0.07725390046834946,1.063143372448394e-05,1.0812757409439655e-06,0.07725390046834946,0.07725390046834946,1.063143372448394e-05,1.0812757409439655e-06,0.9856858849525452,0.9874026775360107,0.9857487678527832,0.9839369654655457,1.0160918235778809,1.0166317224502563,1.4261246919631958,0.10000000149011612
5,2000,0.03946094214916229,0.039339810609817505,1.1997052752121817e-05,1.1626469813563745e-06,0.05597994849085808,0.05597994849085808,1.0385902896814514e-05,1.1666436421364779e-06,0.05597994849085808,0.05597994849085808,1.0385902896814514e-05,1.1666436421364779e-06,0.07345974445343018,0.07345974445343018,1.0960231520584784e-05,1.1718465202648076e-06,0.07345974445343018,0.07345974445343018,1.0960231520584784e-05,1.1718465202648076e-06,0.9856858849525452,0.9874026775360107,0.9857487678527832,0.9839369654655457,1.0160918235778809,1.0166317224502563,1.4261246919631958,0.10000000149011612
5,2500,0.036510854959487915,0.03637797385454178,1.3164058145775925e-05,1.23913537208864e-06,0.05267820134758949,0.05267820134758949,1.0769562322821002e-05,1.2402713309711544e-06,0.05267820134758949,0.05267820134758949,1.0769562322821002e-05,1.2402713309711544e-06,0.07006003707647324,0.07006003707647324,1.1556884601304773e-05,1.245618818757066e-06,0.07006003707647324,0.07006003707647324,1.1556884601304773e-05,1.245618818757066e-06,0.9856858849525452,0.9874026775360107,0.9857487678527832,0.9839369654655457,1.0160918235778809,1.0166317224502563,1.4261246919631958,0.10000000149011612
5,3000,0.03377798572182655,0.033627983182668686,1.4871155144646764e-05,1.291051717089431e-06,0.04975297302007675,0.04975297302007675,1.1322920727252495e-05,1.2889108802482951e-06,0.04975297302007675,0.04975297302007675,1.1322920727252495e-05,1.2889108802482951e-06,0.06709609180688858,0.06709609180688858,1.2372243872960098e-05,1.2939643738718587e-06,0.06709609180688858,0.06709609180688858,1.2372243872960098e-05,1.2939643738718587e-06,0.9856858849525452,0.9874026775360107,0.9857487678527832,0.9839369654655457,1.0160918235778809,1.0166317224502563,1.4261246919631958,0.10000000149011612
5,3500,0.031220989301800728,0.03104565106332302,1.740143125061877e-05,1.3250154324850882e-06,0.047166287899017334,0.047166287899017334,1.2167134627816267e-05,1.3196660120229353e-06,0.047166287899017334,0.047166287899017334,1.2167134627816267e-05,1.3196660120229353e-06,0.06449440121650696,0.06449440121650696,1.3524901987693738e-05,1.3241279930298333e-06,0.06449440121650696,0.06449440121650696,1.3524901987693738e-05,1.3241279930298333e-06,0.9856858849525452,0.9874026775360107,0.9857487678527832,0.9839369654655457,1.0160918235778809,1.0166317224502563,1.4261246919631958,0.10000000149011612
5,4000,0.028829433023929596,0.028618276119232178,2.0980314729968086e-05,1.3544645298679825e-06,0.0448191799223423,0.0448191799223423,1.342976338492008e-05,1.3468632005242398e-06,0.0448191799223423,0.0448191799223423,1.342976338492008e-05,1.3468632005242398e-06,0.06211400032043457,0.06211400032043457,1.5116419490368571e-05,1.350958768853161e-06,0.06211400032043457,0.06211400032043457,1.5116419490368571e-05,1.350958768853161e-06,0.9856858849525452,0.9874026775360107,0.9857487678527832,0.9839369654655457,1.0160918235778809,1.0166317224502563,1.4261246919631958,0.10000000149011612
5,4500,0.02658810093998909,0.02633385732769966,2.5284993171226233e-05,1.393379420733254e-06,0.042617544531822205,0.042617544531822205,1.5005595741968136e-05,1.385669179398974e-06,0.042617544531822205,0.042617544531822205,1.5005595741968136e-05,1.385669179398974e-06,0.059834305197000504,0.059834305197000504,1.6992640667012893e-05,1.3902530326959095e-06,0.059834305197000504,0.059834305197000504,1.6992640667012893e-05,1.3902530326959095e-06,0.9856858849525452,0.9874026775360107,0.9857487678527832,0.9839255809783936,1.0160918235778809,1.0166529417037964,1.4261314868927002,0.10000000149011612
