data_size,epoch,train_loss,train_lX,train_lSmooth,val_loss,val_lX,val_lG,val_lSmooth,val_loss_no_noise,val_lX_no_noise,val_lG_no_noise,val_lSmooth_no_noise,test_loss,test_lX,test_lG,test_lSmooth,test_loss_no_noise,test_lX_no_noise,test_lG_no_noise,test_lSmooth_no_noise,noise_scale
5,0,0.03612912446260452,0.03612898662686348,1.3732491765949817e-07,0.0526975616812706,0.0526975616812706,1589.3741455078125,1.758653240813146e-07,0.0526975616812706,0.0526975616812706,1589.3741455078125,1.758653240813146e-07,0.07169828563928604,0.07169828563928604,1658.9405517578125,1.7707347410578222e-07,0.07169828563928604,0.07169828563928604,1658.9405517578125,1.7707347410578222e-07,0.10000000149011612
5,500,0.006240560207515955,0.00621388666331768,2.6673687898437493e-05,0.024478428065776825,0.024478428065776825,0.017919810488820076,2.5462601115577854e-05,0.024478428065776825,0.024478428065776825,0.017919810488820076,2.5462601115577854e-05,0.032814446836709976,0.032814446836709976,0.02139224484562874,2.5396624550921842e-05,0.032814446836709976,0.032814446836709976,0.02139224484562874,2.5396624550921842e-05,0.10000000149011612
5,1000,0.005675611086189747,0.005656010936945677,1.9600231098593213e-05,0.020885469391942024,0.020885469391942024,0.019180908799171448,1.8633158106240444e-05,0.020885469391942024,0.020885469391942024,0.019180908799171448,1.8633158106240444e-05,0.028272824361920357,0.028272824361920357,0.023548850789666176,1.8215416275779717e-05,0.028272824361920357,0.028272824361920357,0.023548850789666176,1.8215416275779717e-05,0.10000000149011612
5,1500,0.0028774531092494726,0.0028598338831216097,1.761933344823774e-05,0.025160741060972214,0.025160741060972214,0.010654342360794544,1.6394167687394656e-05,0.025160741060972214,0.025160741060972214,0.010654342360794544,1.6394167687394656e-05,0.03603184223175049,0.03603184223175049,0.011951740831136703,1.597757545823697e-05,0.03603184223175049,0.03603184223175049,0.011951740831136703,1.597757545823697e-05,0.10000000149011612
5,2000,0.005760696716606617,0.005747783463448286,1.2913067621411756e-05,0.01976141519844532,0.01976141519844532,0.014400750398635864,1.2631106073968112e-05,0.01976141519844532,0.01976141519844532,0.014400750398635864,1.2631106073968112e-05,0.029647253453731537,0.029647253453731537,0.015319411642849445,1.2636648534680717e-05,0.029647253453731537,0.029647253453731537,0.015319411642849445,1.2636648534680717e-05,0.10000000149011612
5,2500,0.002109329914674163,0.0020994823426008224,9.847472938417923e-06,0.017502829432487488,0.017502829432487488,0.010865221731364727,1.0155472409678623e-05,0.017502829432487488,0.017502829432487488,0.010865221731364727,1.0155472409678623e-05,0.02660580910742283,0.02660580910742283,0.010547790676355362,1.0521246622374747e-05,0.02660580910742283,0.02660580910742283,0.010547790676355362,1.0521246622374747e-05,0.10000000149011612
5,3000,0.0026753947604447603,0.002665653359144926,9.741351277625654e-06,0.01811165362596512,0.01811165362596512,0.004963849671185017,9.77480613073567e-06,0.01811165362596512,0.01811165362596512,0.004963849671185017,9.77480613073567e-06,0.029585663229227066,0.029585663229227066,0.004688641056418419,1.0104894499818329e-05,0.029585663229227066,0.029585663229227066,0.004688641056418419,1.0104894499818329e-05,0.10000000149011612
5,3500,0.0037000812590122223,0.00369056174531579,9.519582818029448e-06,0.027443060651421547,0.027443060651421547,0.004765826277434826,1.055433585861465e-05,0.027443060651421547,0.027443060651421547,0.004765826277434826,1.055433585861465e-05,0.0428573340177536,0.0428573340177536,0.004979147110134363,1.0939356798189692e-05,0.0428573340177536,0.0428573340177536,0.004979147110134363,1.0939356798189692e-05,0.10000000149011612
5,4000,0.0015503540635108948,0.0015428168699145317,7.537209057772998e-06,0.01842520385980606,0.01842520385980606,0.016289403662085533,7.050298791000387e-06,0.01842520385980606,0.01842520385980606,0.016289403662085533,7.050298791000387e-06,0.023514309898018837,0.023514309898018837,0.020223792642354965,7.149840257625328e-06,0.023514309898018837,0.023514309898018837,0.020223792642354965,7.149840257625328e-06,0.10000000149011612
5,4500,0.0006091023678891361,0.0006026821210980415,6.420233148674015e-06,0.01489475928246975,0.01489475928246975,0.00894247554242611,6.240614766284125e-06,0.01489475928246975,0.01489475928246975,0.00894247554242611,6.240614766284125e-06,0.02051887847483158,0.02051887847483158,0.011026114225387573,6.934931207069894e-06,0.02051887847483158,0.02051887847483158,0.011026114225387573,6.934931207069894e-06,0.10000000149011612
5,5000,0.000329692818922922,0.00032087546424008906,8.817347406875342e-06,0.009161347523331642,0.009161347523331642,0.007222602143883705,8.005859854165465e-06,0.009161347523331642,0.009161347523331642,0.007222602143883705,8.005859854165465e-06,0.016182072460651398,0.016182072460651398,0.008742595091462135,9.269719157600775e-06,0.016182072460651398,0.016182072460651398,0.008742595091462135,9.269719157600775e-06,0.10000000149011612
