data_size,epoch,train_loss,train_lX,train_lG,train_lSmooth,val_loss,val_lX,val_lG,val_loss_no_noise,val_lSmooth,test_loss,test_lX,test_lG,test_loss_no_noise,test_lSmooth,rhs_kb2,rhs_alfa,rhs_beta,rhs_kg,rhs_Eag,rhs_gama_g,param_error_rmsre,noise_scale
5,0,4957099.5,0.10130775719881058,495709.9375,0.00021167595696169883,1948410.75,0.1298263520002365,389682.125,1948410.75,5.847878625786507e-08,2014762.625,0.1425507515668869,402952.5,2014762.625,5.967722671584852e-08,0.9990000128746033,0.9990000128746033,0.9990000128746033,0.9990000128746033,1.0010000467300415,1.0010000467300415,1.4380131959915161,0.10000000149011612
5,500,1.7392419576644897,0.03507009893655777,0.1700754314661026,0.0003417662810534239,0.28640761971473694,0.04978756606578827,0.0473238043487072,0.28006696701049805,1.035618538480776e-06,0.23561134934425354,0.058229539543390274,0.03547615930438042,0.22845304012298584,1.010255573419272e-06,0.981974720954895,0.9826494455337524,0.9820749759674072,0.978853166103363,1.0212348699569702,1.0222023725509644,1.4232815504074097,0.10000000149011612
5,1000,0.9509811401367188,0.03153499960899353,0.09158419072628021,0.00036041627754457295,0.22679075598716736,0.045184552669525146,0.0363210067152977,0.22046682238578796,1.1648353392956778e-06,0.19157077372074127,0.05373922362923622,0.027566080912947655,0.18439707159996033,1.1419780321375583e-06,0.981974720954895,0.9826494455337524,0.9820749759674072,0.978748083114624,1.0213418006896973,1.0223884582519531,1.423342227935791,0.10000000149011612
5,1500,0.9853552579879761,0.02807343564927578,0.09540331363677979,0.00032486740383319557,0.17403723299503326,0.04046401381492615,0.026714377105236053,0.16773052513599396,1.3245945638118428e-06,0.15219581127166748,0.04917919263243675,0.020603062584996223,0.14500509202480316,1.3051499081484508e-06,0.981974720954895,0.9826494455337524,0.9820749759674072,0.9786219596862793,1.0214611291885376,1.0226211547851562,1.4234180450439453,0.10000000149011612
5,2000,0.579014241695404,0.02526671253144741,0.05505499616265297,0.00031975601450540125,0.136491060256958,0.03640129417181015,0.020017653703689575,0.13019508123397827,1.4863149999655434e-06,0.12370902299880981,0.045321330428123474,0.01567724533379078,0.11650333553552628,1.4687725524709094e-06,0.981974720954895,0.9826494455337524,0.9820749759674072,0.9784900546073914,1.0215803384780884,1.0228627920150757,1.4234968423843384,0.10000000149011612
5,2500,0.3966028392314911,0.02317756414413452,0.03700964152812958,0.0003328847815282643,0.10992313921451569,0.03329085558652878,0.015326127409934998,0.10362781584262848,1.6455392142233904e-06,0.10331102460622787,0.042448990046978,0.012172081507742405,0.0960891917347908,1.6285350739053683e-06,0.981974720954895,0.9826494455337524,0.9820749759674072,0.9783568382263184,1.0217008590698242,1.0231090784072876,1.4235773086547852,0.10000000149011612
5,3000,0.5705060362815857,0.021687503904104233,0.05456214398145676,0.0003197096229996532,0.08944448083639145,0.03112334944307804,0.011663864366710186,0.08314637094736099,1.813446260712226e-06,0.08751784265041351,0.04053730517625809,0.009395748376846313,0.08027984946966171,1.7962335050469846e-06,0.981974720954895,0.9826494455337524,0.9820749759674072,0.9782102704048157,1.0218303203582764,1.0233856439590454,1.4236676692962646,0.10000000149011612
5,3500,0.3121168911457062,0.020563442260026932,0.028831949457526207,0.0003233937604818493,0.07399860769510269,0.029776155948638916,0.008844093419611454,0.06770125776529312,1.98633119907754e-06,0.0756068304181099,0.0394597202539444,0.007229028735309839,0.06835435330867767,1.9685819552250905e-06,0.981974720954895,0.9826494455337524,0.9820749759674072,0.9780580401420593,1.021963357925415,1.0236788988113403,1.4237635135650635,0.10000000149011612
5,4000,0.2976497411727905,0.01990532875061035,0.027461137622594833,0.0003133020654786378,0.06250755488872528,0.02910684607923031,0.006679710000753403,0.05621486157178879,2.1637163172272267e-06,0.0667870044708252,0.03906092047691345,0.005544787272810936,0.059524551033973694,2.1454695797729073e-06,0.981974720954895,0.9826494455337524,0.9820749759674072,0.9779016375541687,1.0221022367477417,1.0239853858947754,1.4238638877868652,0.10000000149011612
5,4500,0.2066388726234436,0.019479718059301376,0.01840163581073284,0.0003142782661598176,0.05386431887745857,0.02893543429672718,0.004985306411981583,0.047578148543834686,2.351585862925276e-06,0.06018620729446411,0.03913542628288269,0.004209690261632204,0.052917927503585815,2.3330824205913814e-06,0.981974720954895,0.9826494455337524,0.9820749759674072,0.977741003036499,1.0222488641738892,1.0243030786514282,1.423967957496643,0.10000000149011612
5,5000,0.059807322919368744,0.019289761781692505,0.0037286197766661644,0.000323135987855494,0.04740596190094948,0.029032520949840546,0.0036741774529218674,0.041125956922769547,2.553281774453353e-06,0.0552341490983963,0.039420124143362045,0.0031622988171875477,0.04796323925256729,2.534755140004563e-06,0.981974720954895,0.9826494455337524,0.9820749759674072,0.9775778651237488,1.0223979949951172,1.0246299505233765,1.4240748882293701,0.10000000149011612
5,5500,0.10387768596410751,0.019256489351391792,0.008156811818480492,0.00030530799995176494,0.04259848967194557,0.0291918758302927,0.0026807687245309353,0.03632223233580589,2.768997092061909e-06,0.051482755690813065,0.03969703987240791,0.0023565932642668486,0.0442114919424057,2.750628937064903e-06,0.981974720954895,0.9826494455337524,0.9820749759674072,0.9774168133735657,1.0225452184677124,1.0249583721160889,1.4241827726364136,0.10000000149011612
5,6000,0.09316083788871765,0.01923474669456482,0.00710107060149312,0.00029153816285543144,0.038746029138565063,0.02930135652422905,0.0018883313750848174,0.0324714370071888,3.0175483516359236e-06,0.04837857186794281,0.03986365720629692,0.0017023831605911255,0.041107989847660065,2.9994910164532484e-06,0.981974720954895,0.9826494455337524,0.9820749759674072,0.9772466421127319,1.022704839706421,1.0253092050552368,1.4242979288101196,0.10000000149011612
5,6500,0.07181989401578903,0.019332503899931908,0.0049601090140640736,0.0002886301081161946,0.03605840355157852,0.029348507523536682,0.0013413247652351856,0.029784176498651505,3.2702739645174006e-06,0.046149712055921555,0.03993881493806839,0.001241528894752264,0.03887986019253731,3.252735496062087e-06,0.981974720954895,0.9826494455337524,0.9820749759674072,0.9770911335945129,1.0228458642959595,1.0256372690200806,1.424405574798584,0.10000000149011612
5,7000,0.14209531247615814,0.019256748259067535,0.011993917636573315,0.00028993908199481666,0.033887527883052826,0.029371540993452072,0.0009024838800542057,0.027613194659352303,3.56990858563222e-06,0.0442880243062973,0.03996993973851204,0.0008629057556390762,0.03701923042535782,3.5532250421965728e-06,0.981974720954895,0.9826494455337524,0.9820749759674072,0.976921796798706,1.0230008363723755,1.025995135307312,1.4245233535766602,0.10000000149011612
5,7500,0.05900043249130249,0.019317271187901497,0.003695643972605467,0.0002726717502810061,0.032472264021635056,0.029362579807639122,0.0006211638683453202,0.026197535917162895,3.864666723529808e-06,0.043040063232183456,0.03996916487812996,0.0006134098512120545,0.035771824419498444,3.849198037642054e-06,0.981974720954895,0.9826494455337524,0.9820749759674072,0.9767753481864929,1.0231339931488037,1.0263147354125977,1.4246286153793335,0.10000000149011612
5,8000,0.03787587955594063,0.019256198778748512,0.0016214930219575763,0.00024047534679993987,0.03142610192298889,0.02935926802456379,0.0004125277337152511,0.025150852277874947,4.195806468487717e-06,0.0420815572142601,0.03996414318680763,0.00042264576768502593,0.03481452912092209,4.182464635960059e-06,0.981974720954895,0.9826494455337524,0.9820749759674072,0.9766265749931335,1.0232700109481812,1.0266437530517578,1.4247368574142456,0.10000000149011612
5,8500,0.039077483117580414,0.019363414496183395,0.0017331361304968596,0.00023827084805816412,0.030684180557727814,0.02933044545352459,0.0002698359894566238,0.024408288300037384,4.555729901767336e-06,0.04137573018670082,0.03993473947048187,0.00028728932375088334,0.034109171479940414,4.545711817627307e-06,0.981974720954895,0.9826494455337524,0.9820749759674072,0.9764817953109741,1.0234042406082153,1.0269650220870972,1.4248428344726562,0.10000000149011612
5,9000,0.04066765680909157,0.019290104508399963,0.0019257781095802784,0.00021197725436650217,0.030231643468141556,0.029280606657266617,0.00018923131574410945,0.0239550918340683,4.880995675193844e-06,0.0409272238612175,0.039883580058813095,0.000207753517315723,0.03366098552942276,4.874609658145346e-06,0.981974720954895,0.9826494455337524,0.9820749759674072,0.9763668179512024,1.0235130786895752,1.0272318124771118,1.4249308109283447,0.10000000149011612
5,9500,0.024264635518193245,0.01927790604531765,0.0002911162155214697,0.00020755684818141162,0.029902072623372078,0.029239611700177193,0.0001314455148531124,0.023624878376722336,5.2346044867590535e-06,0.04058340564370155,0.03983619809150696,0.0001483946107327938,0.03331783786416054,5.232783223618753e-06,0.981974720954895,0.9826494455337524,0.9820749759674072,0.9762484431266785,1.0236248970031738,1.0275077819824219,1.425022006034851,0.10000000149011612
5,10000,0.026074297726154327,0.019239183515310287,0.0004927057889290154,0.0001908057020045817,0.029646767303347588,0.029173290356993675,9.357568342238665e-05,0.023369045928120613,5.598585630650632e-06,0.04030897468328476,0.03976478800177574,0.0001077166962204501,0.033043272793293,5.6014164329099e-06,0.981974720954895,0.9826494455337524,0.9820749759674072,0.9761335849761963,1.0237312316894531,1.027775764465332,1.4251105785369873,0.10000000149011612
5,10500,0.032450489699840546,0.019178342074155807,0.001146314782090485,0.0001809000677894801,0.029447393491864204,0.029094235971570015,6.943850894458592e-05,0.023169133812189102,5.964375304756686e-06,0.0400867760181427,0.039677899330854416,8.058114326559007e-05,0.03282082453370094,5.971392965875566e-06,0.981974720954895,0.9826494455337524,0.9820749759674072,0.9760274291038513,1.0238286256790161,1.028029203414917,1.4251943826675415,0.10000000149011612
5,11000,0.02192661724984646,0.019091390073299408,0.00011527542665135115,0.00016824733756948262,0.02929217554628849,0.029015744104981422,5.402069291449152e-05,0.023013388738036156,6.326931725197937e-06,0.03991124778985977,0.03959261626005173,6.245877011679113e-05,0.03264496475458145,6.337443664961029e-06,0.981974720954895,0.9826494455337524,0.9820749759674072,0.9759265780448914,1.0239198207855225,1.0282745361328125,1.425275444984436,0.10000000149011612
5,11500,0.022255757823586464,0.018955105915665627,0.00017757987370714545,0.0001524853432783857,0.02911064587533474,0.02888447418808937,4.389157038531266e-05,0.022831276059150696,6.712175036227563e-06,0.03971390798687935,0.039457179605960846,5.00009446113836e-05,0.032445769757032394,6.725710591126699e-06,0.9819745421409607,0.9826494455337524,0.9820747971534729,0.9758197069168091,1.0240181684494019,1.0285295248031616,1.4253594875335693,0.10000000149011612
5,12000,0.021289316937327385,0.018806174397468567,0.00010539622599026188,0.00014291801198851317,0.028930440545082092,0.028733214363455772,3.803237632382661e-05,0.022650249302387238,7.065083536872407e-06,0.03952396288514137,0.03930441662669182,4.249300036462955e-05,0.032253365963697433,7.080946033966029e-06,0.9819745421409607,0.9826494455337524,0.9820747971534729,0.9757310748100281,1.0240989923477173,1.028752326965332,1.4254332780838013,0.10000000149011612
5,12500,0.02185693383216858,0.018573863431811333,0.0001867601677076891,0.0001415467995684594,0.028751835227012634,0.028573423624038696,3.420020220801234e-05,0.022470323368906975,7.410934813378844e-06,0.039339810609817505,0.039145343005657196,3.740818647202104e-05,0.03206644207239151,7.428792741848156e-06,0.9819745421409607,0.9826494455337524,0.9820747971534729,0.9756463170051575,1.0241796970367432,1.02896249294281,1.4255030155181885,0.10000000149011612
5,13000,0.020710114389657974,0.018358228728175163,0.0001090733494493179,0.0001261152938241139,0.02850922755897045,0.028343183919787407,3.165755333611742e-05,0.02222580648958683,7.756250852253288e-06,0.03909343481063843,0.03891599178314209,3.39337348123081e-05,0.03181533142924309,7.77591503720032e-06,0.9819745421409607,0.9826494455337524,0.9820747971534729,0.9755654335021973,1.0242531299591064,1.0291683673858643,1.4255712032318115,0.10000000149011612
5,13500,0.020849399268627167,0.01805269345641136,0.0001484404201619327,0.00013123014650773257,0.028230808675289154,0.02807401679456234,2.9735097996308468e-05,0.021944794803857803,8.114998308883514e-06,0.03881620988249779,0.03865177556872368,3.125981675111689e-05,0.031531479209661484,8.135959433275275e-06,0.9819745421409607,0.9826494455337524,0.9820747971534729,0.9754780530929565,1.0243349075317383,1.029390573501587,1.4256449937820435,0.10000000149011612
5,14000,0.019803352653980255,0.01774131879210472,8.269784302683547e-05,0.00012350539327599108,0.02791404351592064,0.027763377875089645,2.8443422706914134e-05,0.021624231711030006,8.449699635093566e-06,0.03850456327199936,0.03834865987300873,2.948670407931786e-05,0.031211597844958305,8.471649380226154e-06,0.9819745421409607,0.9826494455337524,0.9820747971534729,0.9754042625427246,1.024406909942627,1.0295883417129517,1.425710678100586,0.10000000149011612
5,14500,0.02257085219025612,0.017336124554276466,0.00040978722972795367,0.00011368533887434751,0.02757132239639759,0.02742648869752884,2.7206035156268626e-05,0.021276744082570076,8.802267075225245e-06,0.03817300498485565,0.03802504017949104,2.7827998565044254e-05,0.03086942620575428,8.824121323414147e-06,0.9819745421409607,0.9826494455337524,0.9820747971534729,0.9753150939941406,1.024490475654602,1.0298212766647339,1.4257880449295044,0.10000000149011612
5,15000,0.018420301377773285,0.01680579036474228,5.0491958972997963e-05,0.00011095913941971958,0.02717815525829792,0.027037885040044785,2.6233461539959535e-05,0.02087714709341526,9.1024458015454e-06,0.03779422864317894,0.03765200823545456,2.661979669937864e-05,0.030477767810225487,9.12343693926232e-06,0.9819745421409607,0.9826494455337524,0.9820747971534729,0.9752359390258789,1.0245670080184937,1.030026912689209,1.425856351852417,0.10000000149011612
5,15500,0.018130360171198845,0.01636185124516487,7.079921488184482e-05,0.00010605182615108788,0.02673291601240635,0.026596805080771446,2.5349003408337012e-05,0.020424172282218933,9.364739526063204e-06,0.037362124770879745,0.037224724888801575,2.5602827008697204e-05,0.030030563473701477,9.384125405631494e-06,0.9819745421409607,0.9826494455337524,0.9820747971534729,0.9751712679862976,1.0246317386627197,1.0302050113677979,1.4259155988693237,0.10000000149011612
5,16000,0.01753009855747223,0.015832263976335526,6.598506297450513e-05,0.00010379838204244152,0.026296129450201988,0.02616487257182598,2.4320755983353592e-05,0.019978901371359825,9.652147127781063e-06,0.036938946694135666,0.036807142198085785,2.4427290554740466e-05,0.029590720310807228,9.667714039096609e-06,0.9819743037223816,0.9826494455337524,0.9820746779441833,0.9750857353210449,1.0247130393981934,1.0304328203201294,1.4259912967681885,0.10000000149011612
5,16500,0.01673443615436554,0.015344074927270412,3.936412031180225e-05,9.967190999304876e-05,0.02584928087890148,0.02572275884449482,2.333926568098832e-05,0.019522618502378464,9.825322194956243e-06,0.0365072637796402,0.036380477249622345,2.3390117348753847e-05,0.02914104238152504,9.836610843194649e-06,0.9819743037223816,0.9826494455337524,0.9820746779441833,0.975014328956604,1.0247834920883179,1.0306284427642822,1.4260565042495728,0.10000000149011612
5,17000,0.016611866652965546,0.014906060881912708,8.137004624586552e-05,8.921050175558776e-05,0.025494275614619255,0.025373075157403946,2.224517083959654e-05,0.019157379865646362,9.97358984022867e-06,0.03616749122738838,0.03604632243514061,2.2237692974158563e-05,0.02878553606569767,9.978831258194987e-06,0.9819738864898682,0.9826497435569763,0.9820742607116699,0.9749261736869812,1.0248687267303467,1.0308645963668823,1.4261345863342285,0.10000000149011612
5,17500,0.015554631128907204,0.014429235830903053,2.9514023481169716e-05,8.302555215777829e-05,0.024996964260935783,0.024880725890398026,2.1236794054857455e-05,0.018648698925971985,1.0055357961391564e-05,0.03567325323820114,0.03555714339017868,2.121135185007006e-05,0.028273655101656914,1.005411922960775e-05,0.9819733500480652,0.9826500415802002,0.9820737838745117,0.9748322367668152,1.0249558687210083,1.0311164855957031,1.4262179136276245,0.10000000149011612
5,18000,0.015239717438817024,0.014014974236488342,4.305060792830773e-05,7.9423698480241e-05,0.02451443113386631,0.024402813985943794,2.0293482521083206e-05,0.018154334276914597,1.0149610716325697e-05,0.03517773747444153,0.03506626933813095,2.0265379134798422e-05,0.027763471007347107,1.014115878206212e-05,0.9819733500480652,0.9826500415802002,0.9820737838745117,0.9747326970100403,1.0250495672225952,1.0313911437988281,1.426309585571289,0.10000000149011612
