data_size,epoch,train_loss,train_lX,train_lG,train_lSmooth,val_loss,val_lX,val_lG,val_lSmooth,val_loss_no_noise,val_lX_no_noise,val_lG_no_noise,val_lSmooth_no_noise,test_loss,test_lX,test_lG,test_lSmooth,test_loss_no_noise,test_lX_no_noise,test_lG_no_noise,test_lSmooth_no_noise,rhs_kb2,rhs_alfa,rhs_beta,rhs_kg,rhs_Eag,rhs_gama_g,param_error_rmsre,noise_scale
5,0,42.70109558105469,0.04945113882422447,4265.16455078125,3.7873363112339575e-08,0.07181504368782043,0.07181504368782043,3376.10205078125,3.061458642150683e-08,0.07181504368782043,0.07181504368782043,3376.10205078125,3.061458642150683e-08,0.09073267132043839,0.09073267132043839,3502.73291015625,3.092525702186322e-08,0.09073267132043839,0.09073267132043839,3502.73291015625,3.092525702186322e-08,0.9990000128746033,0.9990000128746033,0.9990000128746033,0.9990000128746033,1.000999927520752,1.0010000467300415,1.4380131959915161,0.10000000149011612
5,500,0.014751353301107883,0.014648406766355038,0.01015675812959671,1.3792470099360798e-06,0.030754949897527695,0.030754949897527695,0.008897307328879833,1.3761872423856403e-06,0.030754949897527695,0.030754949897527695,0.008897307328879833,1.3761872423856403e-06,0.046877313405275345,0.046877313405275345,0.00925719365477562,1.3744953548666672e-06,0.046877313405275345,0.046877313405275345,0.00925719365477562,1.3744953548666672e-06,0.9832983613014221,0.9844291806221008,0.983376681804657,0.9811376929283142,1.0189244747161865,1.0195684432983398,1.4240719079971313,0.10000000149011612
5,1000,0.009403355419635773,0.00934153888374567,0.00518419174477458,9.974586646421812e-06,0.022152546793222427,0.022152546793222427,0.003097933018580079,1.0039012522611301e-05,0.022152546793222427,0.022152546793222427,0.003097933018580079,1.0039012522611301e-05,0.03423964977264404,0.03423964977264404,0.0026566525921225548,1.008596063911682e-05,0.03423964977264404,0.03423964977264404,0.0026566525921225548,1.008596063911682e-05,0.9832944273948669,0.9844589829444885,0.98337322473526,0.9809704422950745,1.0190805196762085,1.0198296308517456,1.424153447151184,0.10000000149011612
5,1500,0.008996456861495972,0.008938070386648178,0.004262343980371952,1.5762754628667608e-05,0.022096991539001465,0.022096991539001465,0.002606989350169897,1.5262818124028854e-05,0.022096991539001465,0.022096991539001465,0.002606989350169897,1.5262818124028854e-05,0.03462672606110573,0.03462672606110573,0.0022611769381910563,1.50613905134378e-05,0.03462672606110573,0.03462672606110573,0.0022611769381910563,1.50613905134378e-05,0.9832772612571716,0.9844887852668762,0.9833685755729675,0.9807906150817871,1.0192577838897705,1.020123839378357,1.4242442846298218,0.10000000149011612
5,2000,0.010288717225193977,0.010213035158813,0.005940315313637257,1.6278538168990053e-05,0.01874508336186409,0.01874508336186409,0.003868148196488619,1.569024425407406e-05,0.01874508336186409,0.01874508336186409,0.003868148196488619,1.569024425407406e-05,0.030676551163196564,0.030676551163196564,0.0032597044482827187,1.5469131540157832e-05,0.030676551163196564,0.030676551163196564,0.0032597044482827187,1.5469131540157832e-05,0.9832474589347839,0.9845185875892639,0.9833436608314514,0.9805954098701477,1.0194435119628906,1.0204366445541382,1.4243167638778687,0.10000000149011612
5,2500,0.00853540189564228,0.008479593321681023,0.0038294887635856867,1.751321724441368e-05,0.021671650931239128,0.021671650931239128,0.0034657777287065983,1.5855301171541214e-05,0.021671650931239128,0.021671650931239128,0.0034657777287065983,1.5855301171541214e-05,0.034908972680568695,0.034908972680568695,0.003802831983193755,1.5377210729639046e-05,0.034908972680568695,0.034908972680568695,0.003802831983193755,1.5377210729639046e-05,0.9832167029380798,0.9845530390739441,0.9833136200904846,0.9802469611167908,1.019765019416809,1.0210003852844238,1.4244649410247803,0.10000000149011612
5,3000,0.001659288303926587,0.0015944119077175856,0.004924729932099581,1.56291171151679e-05,0.013288645073771477,0.013288645073771477,0.005815110169351101,1.4723828826390672e-05,0.013288645073771477,0.013288645073771477,0.005815110169351101,1.4723828826390672e-05,0.0203825943171978,0.0203825943171978,0.006924093700945377,1.4494123206532095e-05,0.0203825943171978,0.0203825943171978,0.006924093700945377,1.4494123206532095e-05,0.983181893825531,0.9846163988113403,0.9832802414894104,0.9795413613319397,1.0204100608825684,1.022074580192566,1.4247761964797974,0.10000000149011612
5,3500,0.00792735069990158,0.00789317861199379,0.002035330282524228,1.38185696414439e-05,0.01955498196184635,0.01955498196184635,0.0014959019608795643,1.3683423276233952e-05,0.01955498196184635,0.01955498196184635,0.0014959019608795643,1.3683423276233952e-05,0.032922789454460144,0.032922789454460144,0.0012722809333354235,1.3620982826978434e-05,0.032922789454460144,0.032922789454460144,0.0012722809333354235,1.3620982826978434e-05,0.9831444025039673,0.9846827387809753,0.9832434058189392,0.9784812331199646,1.02138352394104,1.0236327648162842,1.4252426624298096,0.10000000149011612
5,4000,0.004399058874696493,0.004349868278950453,0.003433875972405076,1.4851937521598302e-05,0.018508071079850197,0.018508071079850197,0.0023110515903681517,1.4793873560847715e-05,0.018508071079850197,0.018508071079850197,0.0023110515903681517,1.4793873560847715e-05,0.02795698493719101,0.02795698493719101,0.001938913599587977,1.4775023373658769e-05,0.02795698493719101,0.02795698493719101,0.001938913599587977,1.4775023373658769e-05,0.9831134676933289,0.984738826751709,0.9832126498222351,0.9768588542938232,1.0228686332702637,1.0259356498718262,1.4259626865386963,0.10000000149011612
5,4500,0.0019993262831121683,0.0019622130785137415,0.002292943187057972,1.4183826351654716e-05,0.018529988825321198,0.018529988825321198,0.0017849557334557176,1.4064300557947718e-05,0.018529988825321198,0.018529988825321198,0.0017849557334557176,1.4064300557947718e-05,0.02479199692606926,0.02479199692606926,0.0017498880624771118,1.5185551092145033e-05,0.02479199692606926,0.02479199692606926,0.0017498880624771118,1.5185551092145033e-05,0.9830830097198486,0.984798789024353,0.983182430267334,0.9741954207420349,1.025307536125183,1.029611349105835,1.4271423816680908,0.10000000149011612
